Publication Name,Parent Company,City,State,Type,Audit Source,Report Date,Sun/Sat,Wkdy
Providence Journal,A.H. Belo Corporation,Providence,RI,DLY,AAM,06/2013-AR,"112,055","101,504"
Providence Journal-Journal Express,A.H. Belo Corporation,Providence,RI,BE,AAM,06/2013-AR,,"143,629"
Province,Postmedia Network Inc.,Vancouver,BC,DLY,AAM,12/2013-AR,,"136,979"
Provincetown Banner,GateHouse Media,Provincetown,MA,WKL,AAM,03/2013-AR,,"4,911"
Public Opinion,"MediaNews Group, Inc.",Chambersburg,PA,CND,AAM,06/2012-AR,"18,796","15,401"
Public Spirit,Journal Register Publishing Company,Ft. Washington,PA,WKL,CAC,06/2013-AR,,789
Punta Gorda/Port Charlotte Florida Weekl,Florida Weekly,Fort Myers,FL,WKL,CAC,03/2013-AR,,"10,905"
Putnam Northern Westchester Express,Gannett Company Inc.,White Plaines,NY,WKL,AAM,03/2014-AR,,"83,957"
Quad City Times,"Lee Enterprises, Incorporated",Davenport-Bettendorf,IA,DLY,AAM,03/2013-AR,"52,121","41,318"
Quad City Times-Thrifty Nickel,"Lee Enterprises, Incorporated",Davenport-Bettendorf,IA,BE,AAM,Click Qtrly,,
Queen Creek/San Tan Independent,Independent Newsmedia Inc USA,Apache Junction,AZ,WKL,CAC,12/2012-AR,,"16,036"
Quincy Herald-Whig,"Quincy Newspapers, Inc.",Quincy,IL,CND,AAM,06/2012-AR,"20,741","17,125"
Randolph Herald,Memorial Press Group Newspapers,Marshfield,MA,WKL,CAC,09/2013-AR,,"3,326"
Rapid City Journal,"Lee Enterprises, Incorporated",Rapid City,SD,DLY,AAM,03/2012-AR,"29,404","24,906"
Raynham Call,Memorial Press Group Newspapers,Marshfield,MA,WKL,CAC,09/2013-AR,,"2,369"
Reading Advocate,GateHouse Media,Reading,MA,WKL,AAM,03/2013-AR,,"1,457"
Reading Eagle,Reading Eagle Company,Reading,PA,DLY,AAM,12/2013-AR,"65,076","46,601"
Reading Eagle-Reading Eagle Direct,Reading Eagle Company,Reading,PA,BE,AAM,12/2013-AR,"8,635",
Record,"Local Media Group, Inc.",Stockton,CA,DLY,AAM,12/2013-AR,"44,401","28,761"
Record,Tribune Publishing Company,Bel Air,MD,WKL,AAM,06/2013-AR,,"2,443"
Record Courier,Dix Communications,Ravenna,OH,DLY,CAC,03/2012-AR,"17,381","16,468"
Record Courier,Swift Publications,Gardnerville,NV,WKL,CAC,12/2013-AR,"6,612","5,530"
Record Courier Weekly Group,Dix Communications,Ravenna,OH,WKL,CAC,03/2012-AR,,"88,353"
Record Searchlight,E.W. Scripps Co.,Redding,CA,DLY,AAM,06/2012-AR,"24,249","20,828"
Record Sunday Record,21st Century Media,Troy,NY,CND,AAM,09/2013-AR,"9,150","8,808"
Record-A La Carte,"Local Media Group, Inc.",Stockton,CA,BE,AAM,12/2013-AR,"10,668",
Recorder,Newspapers of New England,Greenfield,MA,CND,AAM,06/2012-AR,,"11,522"
Red Bluff Daily News,"MediaNews Group, Inc.",Red Bluff,CA,CND,AAM,09/2012-AR,"6,160","6,791"
Red Deer Advocate,"Black Press Group, Ltd.",Red Deer,AB,DLY,AAM,06/2013-AR,"12,933","12,996"
Redford Observer,Gannett Newspapers,Livonia,MI,WKL,CAC,03/2012-AR,"4,268","4,048"
Redmond Reporter,Sound Publishing,Redmond,WA,WKL,CAC,03/2012-AR,,"23,245"
Register,"Freedom Communications, Inc.",Santa Ana,CA,DLY,AAM,03/2013-AR,"382,216","320,628"
Barnstable Register,GateHouse Media,Barnstable,MA,WKL,AAM,03/2013-AR,,"4,242"
Register Citizen,21st Century Media,Torrington,CT,CND,AAM,03/2012-AR,"6,017","5,757"
Register News,"The Princeton Packet, Inc.",Princeton,NJ,WKL,CAC,06/2012-AR,,"2,317"
Register-Aliso Viejo News,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"11,073"
Register-Anaheim Bulletin,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"47,967"
Register-Anaheim Hills News,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"12,774"
Register-Brea Star-Progress,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"19,724"
Register-Canyon Life,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"6,601"
Register-Capistrano Valley News,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"8,375"
Register-Community News - Central,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"20,366"
Register-Community News - Northeast,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"25,853"
Register-Community News - Northwest,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"28,935"
Register-Community News - Southeast,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"16,408"
Register-Dana Point News,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"9,860"
Register-Excelsior,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"58,218"
Register-Fountain Valley View,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"13,688"
Register-Fullerton News-Tribune,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"26,716"
Register-Guard,Guard Publishing Company,Eugene,OR,DLY,AAM,03/2014-AR,"53,360","52,990"
Register-Herald,"Community Newspaper Holdings, Inc. (CNHI)",Beckley,WV,DLY,AAM,06/2012-AR,"22,898","21,734"
Register-Huntington Beach Wave,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"47,361"
Register-Irvine World News,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,"31,101","40,726"
Register-Ladera Post,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"6,062"
Register-Laguna News-Post,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"9,366"
Register-Laguna Niguel News,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"18,044"
Register-Lifefood,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"84,823"
Register-Mail,GateHouse Media,Galesburg,IL,DLY,AAM,09/2011-AR,"10,638","10,203"
Register-Newport - Costa Mesa Current,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"42,055"
Register-Orange City News,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"29,175"
Register-Placentia News-Times,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"11,867"
Register-Rancho Canyon News,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"1,467"
Register-Rancho Santa Margarita News,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"9,461"
Register-Saddleback Valley News (Lake Forest),"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"22,924"
Register-Saddleback Valley News (Mission Viejo),"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"23,166"
Register-San Clemente Sun Post News,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,"7,866","9,071"
Register-Star,Johnson Newspaper Corp.,Hudson,NY,CND,AAM,09/2012-AR,"4,447","4,302"
Register-Sunday Preferred,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,"83,379",
Register-Tustin News,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"27,141"
Register-Yorba Linda Star,"Freedom Communications, Inc.",Santa Ana,CA,BE,AAM,03/2013-AR,,"17,146"
Reno Gazette-Journal,Gannett Company Inc.,Reno,NV,DLY,AAM,09/2013-AR,"46,010","46,805"
Reno Gazette-Journal-Yes! (Your Essential Shopper),Gannett Company Inc.,Reno,NV,BE,AAM,09/2013-AR,"12,380",
Renton Reporter,Sound Publishing,Kent,WA,WKL,CAC,03/2012-AR,,"25,839"
Reporte Hispano,Reporte Hispano,Princeton,NJ,WKL,CAC,09/2012-AR,,"52,613"
Reporter,Gannett Company Inc.,Fond du Lac,WI,CND,AAM,03/2014-AR,"12,944","9,667"
Reporter,21st Century Media,Lansdale,PA,CND,AAM,03/2012-AR,"9,198","9,704"
Reporter (Lisle/Naperville),Shaw Media,Burr Ridge,IL,WKL,CAC,03/2013-AR,,"2,744"
Reporter (Woodridge),Shaw Media,Burr Ridge,IL,WKL,CAC,03/2013-AR,,"1,542"
Reporter Bolingbrook / Romeoville,Shaw Media,Burr Ridge,IL,WKL,CAC,03/2013-AR,,"4,726"
Reporter-Herald,"MediaNews Group, Inc.",Loveland,CO,CND,AAM,09/2012-AR,"21,032","16,501"
Repository,GateHouse Media,Canton,OH,DLY,AAM,12/2013-AR,"65,619","50,877"
Repository-A' La Carte,GateHouse Media,Canton,OH,BE,AAM,12/2013-AR,"1,600",155
Republican,Republican Company,Springfield,MA,DLY,AAM,03/2013-AR,"105,496","52,465"
Republican,"Sincell Publishing Company, Inc.",Oakland,MD,WKL,AAM,03/2012-AR,,"9,499"
Republican Herald,"Pottsville Republican, Inc.",Pottsville,PA,CND,AAM,12/2013-AR,"23,313","21,210"
Republican-American Sunday Republican,American-Republican Incorporated,Waterbury,CT,DLY,AAM,09/2013-AR,"46,053","38,628"
Republican-El Pueblo Latino,Republican Company,Springfield,MA,BE,AAM,03/2013-AR,"7,661",
Republican-Home Edition,Republican Company,Springfield,MA,BE,AAM,03/2013-AR,"1,629","1,638"
Review,"Nutting Newspapers, Inc.",East Liverpool,OH,CND,AAM,09/2012-AR,"6,940","7,211"
Richfield,ECM-Sun Group LLC,Eden Prairie,MN,WKL,CAC,09/2012-AR,,"9,851"
Richmond Register,"Community Newspaper Holdings, Inc. (CNHI)",Richmond,KY,CND,AAM,09/2012-AR,"5,185","4,914"
Richmond Review,"Black Press Group, Ltd.",Richmond,BC,WKL,AAM,12/2013-AR,,"46,489"
"Richmond Suburban Newspapers, Inc.","Richmond Suburban Newspapers, Inc.",Mechanicsville,VA,WKL,CAC,06/2013-AR,,"55,711"
Richmond Times-Dispatch,"BH Media Group Holdings, Inc.",Richmond,VA,DLY,AAM,03/2013-AR,"153,967","103,604"
Ridgefield Park Patriot,North Jersey Media Group,Hackensack,NJ,WKL,AAM,12/2013-AR,,"4,107"
Roanoke Times,"BH Media Group Holdings, Inc.",Roanoke,VA,DLY,AAM,06/2013-AR,"85,179","65,964"
Rochester Magazine,,Rochester,MN,WKL,CAC,09/2013-AR,,
Rochester Post,C&G Publishing,Warren,MI,WKL,CAC,03/2013-AR,,"38,754"
Rochester Post Bulletin,"Post-Bulletin Co., LLC",Rochester,MN,DLY,CAC,03/2013-AR,"40,706","36,466"
Rockford Register Star,GateHouse Media,Rockford,IL,DLY,AAM,03/2013-AR,"60,747","61,879"
Rockford Register Star-A La Carte,GateHouse Media,Rockford,IL,BE,AAM,03/2013-AR,"8,857",
Rockford Register Star-Boone County Weekly,GateHouse Media,Rockford,IL,BE,AAM,03/2013-AR,,"16,377"
Rockford Register Star-The Northern Weekly,GateHouse Media,Rockford,IL,BE,AAM,03/2013-AR,,"18,939"
Rockford Register Star-The Parks,GateHouse Media,Rockford,IL,BE,AAM,03/2013-AR,,"8,580"
Rockford Register Star-The Weekly,GateHouse Media,Rockford,IL,BE,AAM,03/2013-AR,,"56,834"
Rockland Express,Gannett Company Inc.,White Plains,NY,WKL,AAM,03/2014-AR,,"49,536"
Rockland Mariner,GateHouse Media,Abington & Rockland,MA,WKL,AAM,03/2013-AR,,"1,506"
Rocky Mount Telegram,Cooke Communications North Carolina LLC,Rocky Mount,NC,CND,AAM,12/2013-AR,"12,614","15,532"
Romeo-Washington-Bruce Source,21st Century Media,Shelby,MI,WKL,CAC,09/2013-AR,"9,500",
Roslindale Transcript,GateHouse Media,Roslindale,MA,WKL,AAM,03/2013-AR,,451
Roswell Neighbor,"Neighbor Newspapers, Inc.",Marietta,GA,WKL,CAC,12/2012-AR,,"19,465"
Royal Gazette,Royal Gazette Ltd.,Hamilton,FOR,CND,AAM,03/2013-AR,,"10,913"
Royal Oak Review,C&G Publishing,Warren,MI,WKL,CAC,03/2013-AR,,"32,622"
Ruidoso News,"MediaNews Group, Inc.",Ruidoso,NM,CNW,AAM,06/2012-AR,,"4,334"
"Rutland Herald, Sunday Times Argus","Herald Association, Inc.",Rutland,VT,CND,AAM,03/2012-AR,"14,130","12,468"
Saanich News,"Black Press Group, Ltd.",Victoria,BC,WKL,AAM,03/2014-AR,,"30,503"
Sacramento Bee,McClatchy Company,Sacramento,CA,DLY,AAM,12/2012-AR,"259,956","195,030"
Sacramento Bee-Vida En El Valle,McClatchy Company,Sacramento,CA,BE,AAM,12/2012-AR,,"23,442"
Sacramento Bee-Yes! Your Essential Shopper,McClatchy Company,Sacramento,CA,BE,AAM,Click Qtrly,,
Saginaw News,"Advance Publications, Inc.",Saginaw,MI,DLY,AAM,12/2012-AR,"35,538","22,797"
St. Augustine Record,Morris Publishing Group,St. Augustine,FL,CND,AAM,06/2012-AR,"21,262","18,122"
St. Cloud Times,Gannett Company Inc.,St. Cloud,MN,CND,AAM,03/2012-AR,"31,051","21,321"
St. Joseph News-Press,NPG Newspapers Inc.,St. Joseph,MO,DLY,AAM,03/2012-AR,"30,317","26,681"
St. Louis Post-Dispatch,"Lee Enterprises, Incorporated",St. Louis,MO,DLY,AAM,09/2013-AR,"269,331","169,352"
St. Louis Post-Dispatch-Save Now,"Lee Enterprises, Incorporated",St. Louis,MO,BE,AAM,09/2013-AR,"104,631",
St. Paul Pioneer Press,"MediaNews Group, Inc.",St. Paul,MN,DLY,AAM,12/2012-AR,"273,004","199,868"
Salem News,"Nutting Newspapers, Inc.",Salem,OH,CND,AAM,09/2012-AR,"4,556","4,592"
Salem News,"Community Newspaper Holdings, Inc. (CNHI)",Salem,MA,CND,AAM,12/2012-AR,,"20,330"
Salinas Californian,Gannett Company Inc.,Salinas,CA,CND,AAM,09/2013-AR,77,"8,125"
Saline Reporter,Heritage Newspapers,Saline,MI,WKL,CAC,03/2014-AR,,"1,975"
Salisbury Post,"Post Publishing Co., Inc.",Salisbury-Spencer-East Spencer,NC,CND,AAM,12/2012-AR,"18,405","17,522"
Salt Lake Tribune/Deseret News,Newspaper Agency Corporation,Salt Lake City,UT,DLY,AAM,09/2013-AR,"329,607","237,493"
Salt Lake Tribune/Deseret News-Money Bags,Newspaper Agency Corporation,Salt Lake City,UT,BE,AAM,09/2013-AR,"19,562",
San Angelo Standard-Times,E.W. Scripps Co.,San Angelo,TX,DLY,AAM,12/2011-AR,"21,812","18,370"
San Antonio Express-News,Hearst Newspapers,San Antonio,TX,DLY,AAM,12/2013-AR,"222,620","125,990"
San Antonio Express-News-Alamo Heights,Hearst Newspapers,San Antonio,TX,BE,AAM,Click Qtrly,,
San Antonio Express-News-Conexion,Hearst Newspapers,San Antonio,TX,BE,AAM,12/2013-AR,,"52,616"
San Antonio Express-News-Helotes Weekly,Hearst Newspapers,San Antonio,TX,BE,AAM,Click Qtrly,,
San Antonio Express-News-Northeast Herald,Hearst Newspapers,San Antonio,TX,BE,AAM,Click Qtrly,,
San Antonio Express-News-Southside Reporter,Hearst Newspapers,San Antonio,TX,BE,AAM,Click Qtrly,,
San Antonio Express-News-Stone Oak,Hearst Newspapers,San Antonio,TX,BE,AAM,Click Qtrly,,
San Antonio Express-News-The San Antonio Light,Hearst Newspapers,San Antonio,TX,BE,AAM,12/2013-AR,"124,829",
San Francisco Chronicle,Hearst Newspapers,San Francisco,CA,DLY,AAM,09/2013-AR,"364,106","223,225"
San Francisco Chronicle-Sunday Package,Hearst Newspapers,San Francisco,CA,BE,AAM,09/2013-AR,"2,208",
San Jose Mercury News,"MediaNews Group, Inc.",San Jose,CA,DLY,AAM,09/2012-AR,"669,403","552,896"
San Jose Mercury News-Alameda Journal,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"23,307"
San Jose Mercury News-Alameda Times-Star,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,154,131
San Jose Mercury News-Almaden Resident,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"8,777"
San Jose Mercury News-Cambrian Resident,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"5,937"
San Jose Mercury News-Contra Costa Times,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,"167,794","144,980"
San Jose Mercury News-Cupertino Courier,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"14,888"
San Jose Mercury News-Los Gatos Weekly Times,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"20,550"
San Jose Mercury News-Marin Independent Journal,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,"32,427","29,289"
San Jose Mercury News-Reporter,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,"15,795","13,126"
San Jose Mercury News-Rose Garden Resident,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"7,588"
San Jose Mercury News-San Mateo County Times,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,"22,790","19,329"
San Jose Mercury News-Santa Cruz Sentinel,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,"28,847","26,688"
San Jose Mercury News-Saratoga News,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"13,150"
San Jose Mercury News-The Argus,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,"24,207","18,230"
San Jose Mercury News-The Berkeley Voice,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"11,537"
San Jose Mercury News-The Campbell Reporter,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"13,050"
San Jose Mercury News-The Daily Review,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,"24,832","18,058"
San Jose Mercury News-The Journal,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"6,149"
San Jose Mercury News-The Montclarion,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"27,340"
San Jose Mercury News-The Oakland Tribune,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,"42,365","29,771"
San Jose Mercury News-The Piedmonter,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"5,044"
San Jose Mercury News-The Sunnyvale Sun,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"13,950"
San Jose Mercury News-Times-Herald,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,"13,272","11,086"
San Jose Mercury News-Tri-Valley Herald,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,"3,400","2,279"
San Jose Mercury News-Willow Glen Resident,"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,,"16,573"
San Jose Mercury News-Yes! Your Essential Shopper (Sunday Select),"MediaNews Group, Inc.",San Jose,CA,BE,AAM,09/2012-AR,"52,887",
Sandusky Register Sunday Register,"Sandusky Newspapers, Inc.",Sandusky,OH,CND,AAM,03/2013-AR,"23,535","20,589"
Santa Barbara News-Press,"Ampersand-Publishing, LLC",Santa Barbara,CA,DLY,AAM,03/2012-AR,"25,353","26,239"
Santa Fe New Mexican,"The New Mexican, Inc.",Santa Fe,NM,CND,AAM,12/2013-AR,"19,486","18,886"
Santa Maria Times,"Lee Enterprises, Incorporated",Santa Maria,CA,CND,AAM,09/2013-AR,"17,956","13,026"
Sarasota Herald-Tribune,Halifax Media Holdings LLC,Sarasota,FL,DLY,AAM,12/2013-AR,"84,851","68,581"
Saratogian,21st Century Media,Saratoga Springs,NY,CND,AAM,09/2012-AR,"7,470","7,028"
Saugus Advertiser,GateHouse Media,Saugus,MA,WKL,AAM,03/2013-AR,,"2,216"
Sauk Centre Dairyland Peach,ECM Publishers Inc.,Sauk Centre,MN,WKL,CAC,12/2012-AR,,"26,856"
Sauk Valley Newspapers,Sauk Valley Newspapers,Dixon-Sterling,IL,DLY,AAM,09/2013-AR,"17,526","10,417"
Savannah Morning News,Morris Publishing Group,Savannah,GA,DLY,AAM,03/2012-AR,"53,754","38,460"
Scituate Mariner,GateHouse Media,Scituate,MA,WKL,AAM,03/2013-AR,,"2,823"
Scottsdale Independent,Independent Newsmedia Inc USA,Phoenix,AZ,WKL,CAC,12/2012-AR,,"16,634"
Sea Life,Stephens Media Group,Pine Bluff,AR,WKL,CAC,09/2013-AR,,
Seattle Times,Seattle Times Company,Seattle,WA,DLY,AAM,03/2013-AR,"340,116","225,716"
Seattle Times-Sunday Market,Seattle Times Company,Seattle,WA,BE,AAM,03/2013-AR,"22,326",
Sedalia Democrat,Civitas Media,Sedalia,MO,DLY,CAC,03/2013-AR,,"8,515"
Semana,NewSpan Media Corp.,Houston,TX,WKL,CAC,03/2014-AR,"129,936",
Sentinel (East Brunswick),Greater Media Newspapers,Manalapan,NJ,WKL,CAC,09/2013-AR,,"31,946"
Sentinel,"Ogden Newspapers, Inc.",Lewistown,PA,CND,AAM,03/2012-AR,"12,163","10,456"
Sentinel,"Lee Enterprises, Incorporated",Carlisle,PA,CND,AAM,03/2013-AR,"13,944","13,018"
Sentinel,"Ogden Newspapers, Inc.",Fairmont,MN,CND,AAM,12/2013-AR,"5,247","4,985"
Sentinel (North/South Brunswick),Greater Media Newspapers,Manalapan,NJ,WKL,CAC,09/2013-AR,,"16,582"
Sentinel & Enterprise,"MediaNews Group, Inc.",Fitchburg-Leominster,MA,DLY,AAM,06/2013-AR,"17,309","14,557"
Sentinel Record,WEHCO Media Inc. Newspaper,Hot Springs,AR,DLY,AAM,03/2013-AR,"15,228","15,041"
Sequim Gazette,Sound Publishing,Sequim,WA,WKL,CAC,03/2012-AR,,"5,004"
Sheboygan Press,Gannett Company Inc.,Sheboygan,WI,CND,AAM,03/2014-AR,"17,533","13,494"
Shelby-Utica News,C&G Publishing,Warren,MI,WKL,CAC,03/2013-AR,,"30,095"
Shelby-Utica Source,21st Century Media,Shelby,MI,WKL,CAC,09/2013-AR,"21,559",
Shrewsbury Chronical,GateHouse Media,Shrewsbury,MA,WKL,AAM,03/2013-AR,,"2,679"
Sierra Star,McClatchy Company,Oakhurst,CA,CNW,AAM,03/2013-AR,,"3,903"
Sierra Sun,Swift Publications,Truckee,CA,WKL,CAC,12/2013-AR,,"5,227"
Sioux City Journal,"Lee Enterprises, Incorporated",Sioux City,IA,DLY,AAM,09/2012-AR,"36,574","33,164"
Skagit Valley Herald,Skagit Valley Publishing Co.,Mount Vernon,WA,DLY,CAC,12/2012-AR,"15,545","14,478"
Smyrna Neighbor,"Neighbor Newspapers, Inc.",Marietta,GA,WKL,CAC,12/2012-AR,,"9,539"
Snoqualmie Valley Record,Sound Publishing,Snoqualmie,WA,WKL,CAC,03/2012-AR,,"11,942"
Somerville Journal,GateHouse Media,Somerville,MA,WKL,AAM,03/2013-AR,,"2,341"
Sooke News Mirror,"Black Press Group, Ltd.",Sooke,BC,WKL,AAM,03/2014-AR,,"5,829"
Souderton Independent,Journal Register Publishing Company,Ft. Washington,PA,WKL,CAC,06/2013-AR,,"2,933"
Sound Publishing,Sound Publishing,Bellevue,WA,WKL,CAC,03/2012-AR,,"671,023"
Soundoff,Patuxent Publishing Company,Baltimore,MD,WKL,CAC,09/2013-AR,,"11,589"
South Bend Tribune,"Schurz Communications, Inc.",South Bend-Mishawaka,IN,DLY,AAM,03/2013-AR,"74,948","55,033"
South Bergenite,North Jersey Media Group,Rutherford,NJ,WKL,AAM,12/2013-AR,,"24,959"
South Brunswick Post,"The Princeton Packet, Inc.",Princeton,NJ,WKL,CAC,06/2012-AR,,"3,302"
South Cobb Neighbor,"Neighbor Newspapers, Inc.",Marietta,GA,WKL,CAC,12/2012-AR,,"22,151"
South Florida Sun-Sentinel,Tribune Publishing Company,Fort Lauderdale,FL,DLY,AAM,06/2013-AR,"220,917","161,933"
South Florida Sun-Sentinel-El Sentinel,Tribune Publishing Company,Fort Lauderdale,FL,BE,AAM,06/2013-AR,,"132,270"
South Fulton Neighbor,"Neighbor Newspapers, Inc.",Marietta,GA,WKL,CAC,12/2012-AR,,"24,152"
SOUTH JERSEY TIMES,"Advance Publications, Inc.",Woodbury,NJ,DLY,AAM,06/2013-AR,"25,850","26,368"
South Lyon Herald,Gannett Newspapers,Livonia,MI,WKL,CAC,03/2012-AR,,"5,086"
South Oakland Eccentric,Gannett Newspapers,Livonia,MI,WKL,CAC,03/2012-AR,"15,142",
South Whidbey Record,Sound Publishing,Coupeville,WA,WKL,CAC,03/2012-AR,,"2,799"
Southeast Missourian,"Concord Publishing Houe, Inc.",Cape Girardeau,MO,DLY,CAC,09/2013-AR,"21,713","11,604"
Southern Connecticut Newspaper Inc.,Southern Connecticut Newspapers Inc.,Stamford,CT,DLY,AAM,See Reports,,
Southern Illinoisan,"Lee Enterprises, Incorporated",Carbondale-Herrin-Ma,IL,DLY,AAM,09/2012-AR,"32,679","25,783"
Southern Minnesota Media,Southern Minnesota Media,Faribault,MN,WKL,CAC,12/2013-AR,,"64,635"
Southern Minnesota Media (Valley),Southen Minnesota Media,Faribault,MN,WKL,CAC,12/2013-AR,,"14,532"
Southern Rhode Island Newspapers,Southern Rhode Island Newspapers,Wakefield,RI,WKL,CAC,06/2013-AR,,"7,580"
Southfield Sun,C&G Publishing,Warren,MI,WKL,CAC,03/2013-AR,,"32,883"
Southwest Ohio Group,"Cox Media Group Ohio, Inc.",Liberty Township,OH,WKL,AAM,See Reports,,
Southwest Times Record,Southwest Times Record,Fort Smith,AR,DLY,CAC,03/2013-AR,"36,742","31,109"
Southwest Wake News,A Div. of the News and Observer Pub. Co.,Raleigh,NC,WKL,CAC,03/2012-AR,"49,290","44,574"
Sparta Independent,Straus Newspapers,Sparta,NJ,WKL,CAC,06/2013-AR,,"7,399"
Spectrum,Gannett Company Inc.,St. George,UT,CND,AAM,12/2013-AR,"17,622","14,489"
Spokesman Review,Cowles Publishing Co.,Spokane,WA,DLY,AAM,03/2013-AR,"90,303","65,435"
Spokesman Review-Sunday Pinch,Cowles Publishing Co.,Spokane,WA,BE,AAM,03/2013-AR,"8,226",
